file_name,caption,split
101654506_8eb26cfb60.jpg,كلب يمر عبر الثلج,train
101669240_b2d3e7f17b.jpg,رجل في القبعة يعرض صورًا بجوار أحد المتزلجين في قبعة زرقاء,train
101669240_b2d3e7f17b.jpg,متسابق ينظر إلى الصور المؤطرة في الثلج بجوار الأشجار,train
101669240_b2d3e7f17b.jpg,رجل على الزلاجات يبحث عن عمل فني للبيع في الثلج,train
1016887272_03199f49c4.jpg,صور لشخص واحد يتسلق جرفًا,train
1016887272_03199f49c4.jpg,مجموعة من الناس تتسلق الصخور على جدار تسلق الصخور,train
1016887272_03199f49c4.jpg,مجموعة من الناس يتسلقون صخرة,train
1019077836_6fc9b15408.jpg,كلب بني يطارد الماء على العشب,train
1019077836_6fc9b15408.jpg,كلب بني يلعب مع الخرطوم,train
1019077836_6fc9b15408.jpg,كلب بني يركض في حديقة بالقرب من خرطوم الحديقة,train
1019604187_d087bf9a5f.jpg,كلب يستعد للقبض على جسم في حقل مع السيارات القريبة,train
1019604187_d087bf9a5f.jpg,كلب أبيض جاهز للقبض على كرة صفراء تحلق في الهواء,train
1019604187_d087bf9a5f.jpg,كلب أبيض يركض خلف كرة صفراء,train
1020651753_06077ec457.jpg,كلب أبيض وأسود يقفز في الهواء للحصول على لعبة,train
1020651753_06077ec457.jpg,كلب أبيض وأسود يقفز نحو لعبة صفراء,train
1020651753_06077ec457.jpg,يحاول كلب أبيض التقاط كرة في الجو فوق حقل عشبي,train
1022454332_6af2c1449a.jpg,طفل وامرأة على حافة المياه في مدينة كبيرة,val
1022454332_6af2c1449a.jpg,صبي صغير على بحيرة يراقب بطة,val
1022454332_6af2c1449a.jpg,شخصان على حافة بحيرة,val
1022454428_b6b660a67b.jpg,زوجان يجلسان على العشب مع رضيع وعربة أطفال,train
1022454428_b6b660a67b.jpg,زوجان مع طفلهما المولود حديثًا يجلسان تحت شجرة تواجه بحيرة,train
1022454428_b6b660a67b.jpg,زوجان مع طفل بجانب عربة الأطفال,train
1022975728_75515238d8.jpg,كلب يقفز في الماء,train
1022975728_75515238d8.jpg,الكلب الاسود يمر عبر الماء,train
1022975728_75515238d8.jpg,كلب أسود يرشش في الماء,train
102351840_323e3de834.jpg,رجل يحفر حفرة في الجليد,train
102351840_323e3de834.jpg,شخص في الثلج يحفر حفرة في الجليد,train
102351840_323e3de834.jpg,شخص يقف على بحيرة متجمدة,train
1024138940_f1fefbdce1.jpg,كلاب بيضاء تلعب على الشاطئ,train
1024138940_f1fefbdce1.jpg,اثنين من الكلاب يلعبون معا على الشاطئ,train
1024138940_f1fefbdce1.jpg,اثنين من الكلاب تلعب على طول الشاطئ الرملي,train
102455176_5f8ead62d5.jpg,رجل يتسلق الجليد,train
102455176_5f8ead62d5.jpg,متسلق الجليد في سترة زرقاء والسراويل السوداء,train
102455176_5f8ead62d5.jpg,متسلق يتسلق جدار الجليد,train
1026685415_0431cbf574.jpg,كلب أسود يحمل شيئًا على العشب,train
1026685415_0431cbf574.jpg,كلب أسود لديه لعبة زرقاء في فمه,train
1026685415_0431cbf574.jpg,كلب في العشب مع شيء أزرق في فمه,train
1028205764_7e8df9a2ea.jpg,رجل ورضيع في قوارب الكاياك الصفراء على الماء,train
1028205764_7e8df9a2ea.jpg,رجل وولد صغير في سترات النجاة الزرقاء يجذفون زورق أصفر,train
1028205764_7e8df9a2ea.jpg,رجل وصبي صغير يركبان في زورق أصفر,train
1030985833_b0902ea560.jpg,كلب أسود وكلب بني يقفزان للقبض على لعبة حمراء,train
1030985833_b0902ea560.jpg,كلب أسود وكلب بني يلعبان بلعبة حمراء في فناء,train
1030985833_b0902ea560.jpg,كلب أسود ينقض على الجسم الأحمر,train
103106960_e8a41d64f8.jpg,طفل يرتدي سترة حمراء يلعب هوكي,val
103106960_e8a41d64f8.jpg,طفل صغير يلعب حارس المرمى في حلبة الهوكي,val
103106960_e8a41d64f8.jpg,شاب راكع أمام هدف الهوكي مع عصا هوكي في يده اليمنى,val
103195344_5d2dc613a3.jpg,رجل يجلس ويقرأ صحيفة,train
103195344_5d2dc613a3.jpg,رجل يجلس بالقرب من تمثال كبير,train
103195344_5d2dc613a3.jpg,رجل يجلس أمام تمثال معدني أمام مبنى,train
103205630_682ca7285b.jpg,يتم وضع خيمة على الجليد,train
103205630_682ca7285b.jpg,رجلان يقفان على جليد يبحثان في شيء مغطى بقماش أزرق,train
103205630_682ca7285b.jpg,شخصان يقفان خارج هيكل خيمة زرقاء على سطح ثلجي,train
1032122270_ea6f0beedb.jpg,امرأة تجثم بالقرب من ثلاثة كلاب في حقل,val
1032122270_ea6f0beedb.jpg,يقف ثلاثة كلاب في العشب ويجلس الشخص بجانبهم,val
1032122270_ea6f0beedb.jpg,ثلاثة كلاب على تلة عشبية,val
1032460886_4a598ed535.jpg,رجل يقف أمام ناطحة سحاب,train
1032460886_4a598ed535.jpg,رجل يقف أمام ناطحة سحاب,train
1032460886_4a598ed535.jpg,رجل يقف أمام مبنى طويل للغاية,train
1034276567_49bb87c51c.jpg,طفل يقضم سلعة مخبوزة,val
1034276567_49bb87c51c.jpg,صبي صغير يضع شيئًا في فمه بكلتا يديه,val
1034276567_49bb87c51c.jpg,الصبي يأكل البيتزا على طبق من الصفيح,val
104136873_5b5d41be75.jpg,ثلاثة أشخاص على قمة تطل على واد أخضر,train
104136873_5b5d41be75.jpg,ثلاثة أشخاص يطلون على الوادي الأخضر,train
104136873_5b5d41be75.jpg,ثلاثة أشخاص يرتاحون على حافة فوق الجبال,train
1042020065_fb3d3ba5ba.jpg,صبي في قميص أخضر يشاهد القوارب,train
1042020065_fb3d3ba5ba.jpg,صبي ينظر على درابزين ينظر الى العديد من القوارب والطوافات في الماء,train
1042020065_fb3d3ba5ba.jpg,صبي صغير يطل على حشد من القوارب المطاطية,train
1042590306_95dea0916c.jpg,رجل وامرأة يمثلان للكاميرا بينما ينظر رجل آخر,train
1042590306_95dea0916c.jpg,رجل يمسك يد امرأة,train
1042590306_95dea0916c.jpg,زوجين متعددي الأعراق يمثلان لصورة,train
1045521051_108ebc19be.jpg,شخص يجلس على الأرض ويأكل أمام التلفزيون,val
1045521051_108ebc19be.jpg,تلفزيون مع صورة لفتاة عليه,val
1045521051_108ebc19be.jpg,شخص ما يجلس أمام التلفزيون لتناول الطعام,val
1048710776_bb5b0a5c7c.jpg,بضعة أشخاص يجلسون على حافة تطل على الشاطئ,train
1048710776_bb5b0a5c7c.jpg,مجموعة من الناس يجلسون على جدار على الشاطئ,train
1048710776_bb5b0a5c7c.jpg,حشد من الناس على الشاطئ,train
1052358063_eae6744153.jpg,يقوم الطفل بأداء خدعة لوح التزلج بينما يميل طفل آخر يحمل لوح تزلج على الحائط,train
1052358063_eae6744153.jpg,يقوم صبي صغير بعمل خدعة على لوح تزلج بينما يراقبه شاب آخر,train
1052358063_eae6744153.jpg,اثنين على الواح تزلج,train
105342180_4d4a40b47f.jpg,فتاة تتجول في نهر كبير,train
105342180_4d4a40b47f.jpg,امرأة تجدف على قارب أسفل النهر,train
105342180_4d4a40b47f.jpg,امرأة مع مجداف,train
1053804096_ad278b25f1.jpg,فتاة تلعب في الأمواج,train
1053804096_ad278b25f1.jpg,تلعب فتاة في المحيط على الشاطئ,train
1053804096_ad278b25f1.jpg,فتاة تلعب في الماء,train
1055623002_8195a43714.jpg,مجموعة من الأطفال يتعاركون بالوسادات,train
1055623002_8195a43714.jpg,مجموعة من الأطفال الصغار يلعبون بالوسادات,train
1055623002_8195a43714.jpg,أربعة أطفال يواجهون معركة بالوسادات,train
1055753357_4fa3d8d693.jpg,اثنين من عمال البناء يأخذون استراحة,train
1055753357_4fa3d8d693.jpg,يجلس اثنان من عمال البناء على جانب مبنى,train
1055753357_4fa3d8d693.jpg,رجلان يأخذان استراحة من البناء,train
1056249424_ef2a2e041c.jpg,يلعب الأطفال في الماء,val
1056249424_ef2a2e041c.jpg,صبيان يلعبان في بركة,val
1056249424_ef2a2e041c.jpg,طفلين يركضان ويلعبان في بعض الماء,val
1056338697_4f7d7ce270.jpg,امرأة شقراء في قميص أزرق تنتظر رحلة,test
1056338697_4f7d7ce270.jpg,امرأة شقراء في الشارع تشير الى سيارة أجرة,test
1056338697_4f7d7ce270.jpg,المرأة في الثوب الأزرق تمد بذراعها لحركة المرور القادمة,test
1056359656_662cee0814.jpg,فتاة صغيرة تنظر في كتيب عن ركوب القطار,train
1056359656_662cee0814.jpg,فتاة صغيرة في قطار تقرأ كتاباً عن ركوب القطار,train
1056359656_662cee0814.jpg,فتاة صغيرة تجلس على مقعد وتنظر إلى كتيب القطار,train
1056873310_49c665eb22.jpg,كلب أسود يركض خلف كلب أسود على شاطئ صخري,train
1056873310_49c665eb22.jpg,كلب بني يركض خلف الكلب الأسود,train
1056873310_49c665eb22.jpg,اثنين من الكلاب يلعبون على الشاطئ,train
1057089366_ca83da0877.jpg,صبي ينزل عن لوح الغطس العالي,train
1057089366_ca83da0877.jpg,طفل يقفز من لوحة غوص عالية في البركة,train
1057089366_ca83da0877.jpg,طفل صغير يقفز من اللوح العالي في البركة,train
1057210460_09c6f4c6c1.jpg,رجل يقف بجانب نافذة يخلع قميصه,train
1057210460_09c6f4c6c1.jpg,رجل يقف بمصعد ورأسه إلى أسفل,train
1057210460_09c6f4c6c1.jpg,رجل يرتدي قميصه بالقرب من مصعد,train
1057251835_6ded4ada9c.jpg,كلب خفيف اللون يركض على الشاطئ,train
1057251835_6ded4ada9c.jpg,كلب أصفر صغير يركض على الشاطئ,train
1057251835_6ded4ada9c.jpg,كلب أبيض يركض على شاطئ صخري,train
106490881_5a2dd9b7bd.jpg,صبي في ملابس السباحة الزرقاء على الشاطئ,test
106490881_5a2dd9b7bd.jpg,صبي يبتسم للكاميرا على الشاطئ,test
106490881_5a2dd9b7bd.jpg,يلعب الولد على شاطئ المحيط,test
106514190_bae200f463.jpg,مسافر يقف على قمة تطل على الجبال أدناه,train
106514190_bae200f463.jpg,يطل المتزحلق على الجبل المغطى بالثلوج,train
106514190_bae200f463.jpg,متزحلق على قمة جبل,train
1067180831_a59dc64344.jpg,كلب أبيض وأسود يقفز وراء لعبة صفراء,train
1067180831_a59dc64344.jpg,كلب أبيض وأسود يقفز للحصول على الفريسبي,train
1067180831_a59dc64344.jpg,يقفز كلب للقبض على لعبة,train
1067675215_7336a694d6.jpg,رجل يرتدي سراويل زرقاء اللون في الشارع,train
1067675215_7336a694d6.jpg,رجل ينزل في منتصف الشارع أثناء حركة المرور الكثيفة,train
1067675215_7336a694d6.jpg,رجل بلا قميص ينام في وسط شارع مزدحم,train
1067790824_f3cc97239b.jpg,كلب أبيض وأسود وكلب بني في الرمل,train
1067790824_f3cc97239b.jpg,كلب يطارد اخر على الشاطئ,train
1067790824_f3cc97239b.jpg,كلاب تجري على الرمال,train
1072153132_53d2bb1b60.jpg,كلب أبيض وأسود يمسك لعبة في الجو,train
1072153132_53d2bb1b60.jpg,كلب وكرة تنس,train
1072153132_53d2bb1b60.jpg,كلب يقفز للقبض على كائن,train
107318069_e9f2ef32de.jpg,حشد يشاهد بالونات الهواء في الليل,train
107318069_e9f2ef32de.jpg,مجموعة من بالونات الهواء الساخن أضاءت في الليل,train
107318069_e9f2ef32de.jpg,الناس يشاهدون بالونات,train
1075716537_62105738b4.jpg,طفل مع خوذة على رأسه يركب دراجة,train
1075716537_62105738b4.jpg,صبي صغير في خوذة يركب دراجة على الطريق,train
1075716537_62105738b4.jpg,يركب الولد الصغير دراجته في سباق,train
107582366_d86f2d3347.jpg,تجمع مجموعة من الناس في الظلام,val
107582366_d86f2d3347.jpg,مجموعة من الناس يجلسون حول طاولة على الشرفة في الليل,val
107582366_d86f2d3347.jpg,مجموعة من الناس يجلسون في الخارج في الليل,val
1075867198_27ca2e7efe.jpg,رجل في قميص بني وشورت غامق يلعب على الشاطئ مع اثنين من الكلاب السوداء,train
1075867198_27ca2e7efe.jpg,رجل يلعب مع اثنين من الكلاب السوداء على الشاطئ,train
1075867198_27ca2e7efe.jpg,رجل على الشاطئ مع كلبين,train
1075881101_d55c46bece.jpg,صبي ينظف الفقاعات من وجهه,train
1075881101_d55c46bece.jpg,صبي مغطى بالفقاعات,train
1075881101_d55c46bece.jpg,يتم تنظيف الشخص المغطى بالماء والصابون,train
1077546505_a4f6c4daa9.jpg,ينزلق صبي في شورت أزرق إلى أسفل في بركة,val
1077546505_a4f6c4daa9.jpg,صبي ينزلق إلى حوض صغير في الفناء الخلفي,val
1077546505_a4f6c4daa9.jpg,صبي ينزلق أسفل الشلال إلى بركة,val
1077931201_1e0bb83105.jpg,رجل في الماء يرمي صبيًا صغيرًا في الهواء وينتظر أن ينزل حتى يتمكن من الإمساك به,val
1077931201_1e0bb83105.jpg,رجل في البركة يرمي صبي صغير في الهواء,val
1077931201_1e0bb83105.jpg,يرمي رجل صبي صغير في الهواء,val
1079274291_9aaf896cc1.jpg,صبي صغير يخرج لسانه من أجل الكاميرا,train
1079274291_9aaf896cc1.jpg,صبيان يصنعان وجوه مضحكة,train
1079274291_9aaf896cc1.jpg,اثنين من الأولاد ينظرون إلى الكاميرا بينما يلقي أحدهم لسانه,train
10815824_2997e03d76.jpg,حصان أشقر وفتاة شقراء في قميص أسود يحدقان في نار في برميل,train
10815824_2997e03d76.jpg,فتاة وحصانها تقف بجانب النار,train
10815824_2997e03d76.jpg,شخصان وحصانان يشاهدان النار,train
1082252566_8c79beef93.jpg,كلب نحيف كبير يقف بالقرب من كلبين أصغر حجما,train
1082252566_8c79beef93.jpg,يحدق ثلاثة كلاب في كرة في وسطهم,train
1082252566_8c79beef93.jpg,ثلاثة كلاب من أحجام مختلفة,train
1082379191_ec1e53f996.jpg,سيدة ورجل بدون قميص يجلسان على منصة,test
1082379191_ec1e53f996.jpg,رجل وامرأة يجلسان على منصة,test
1082379191_ec1e53f996.jpg,رجل وامرأة يجلسان على منصة,test
1084040636_97d9633581.jpg,كلب أبيض كبير ملقى على الأرض,test
1084040636_97d9633581.jpg,كلب أبيضيضع رأسه على الأرض,test
1084040636_97d9633581.jpg,كلب أبيض يضع رأسه على الطوب,test
1084104085_3b06223afe.jpg,امرأة في شورت أزرق وقميص أبيض تتسلق الصخور في مكان مغلق,train
1084104085_3b06223afe.jpg,الفتاة تتسلق حائط صخري,train
1084104085_3b06223afe.jpg,الفتاة في الحزام ، وتتسلق الصخور,train
1087168168_70280d024a.jpg,صبي يقفز في الماء,train
1087168168_70280d024a.jpg,صبي صغير يقفز وفتاة صغيرة في مقعد قابل للنفخ,train
1087168168_70280d024a.jpg,طفلين صغيرين يلعبان في الماء على لعبة مضخمة,train
1087539207_9f77ab3aaf.jpg,عائلة تلعب على جرار في يوم جميل,val
1087539207_9f77ab3aaf.jpg,أطفال يركبون جرار في حقل,val
1087539207_9f77ab3aaf.jpg,العديد من الأطفال يلعبون بسيارة في الهواء الطلق,val
1088767354_2acee738cf.jpg,امرأة في زي أحمر,val
1088767354_2acee738cf.jpg,امرأة ترتدي الزي الأحمر تنظر إلى شخصين آخرين,val
1088767354_2acee738cf.jpg,امرأة شابة ترتدي زيًا أحمر وريشة تقف على الرصيف,val
108898978_7713be88fc.jpg,رجلان يتزلجان في الثلج في منطقة حرجية,train
108898978_7713be88fc.jpg,شخصان يرتديان سترات صفراء يتزلجان,train
108898978_7713be88fc.jpg,اثنين من المتزلجين يشقون طريقهم عبر الغابات,train
108899015_bf36131a57.jpg,متسلق وحيد يشق طريقه فوق الجبل,train
108899015_bf36131a57.jpg,شخصان على جبل مغطى بالثلج,train
108899015_bf36131a57.jpg,شخصان يتسلقان جبلًا ثلجيًا,train
1089181217_ee1167f7af.jpg,كلب بني يهرول في طريق ممهد,train
1089181217_ee1167f7af.jpg,كلب بني يركض بجانب العشب,train
1089181217_ee1167f7af.jpg,كلب يسير في طريق,train
1089755335_0bfbfd30e6.jpg,الأم والطفل يصطادان على الممر في الليل,val
1089755335_0bfbfd30e6.jpg,امرأة تقف مع الأطفال على ممشى يطل على البحر,val
1089755335_0bfbfd30e6.jpg,امرأة مع ثلاثة أطفال يصطادون على الممر في المساء,val
109202756_b97fcdc62c.jpg,امرأة ترتدي سترة زرقاء وجينز أزرق تركب حصانًا بنيًا بالقرب من بحيرة متجمدة وجبل مغطى بالثلج,train
109202756_b97fcdc62c.jpg,امرأة في سترة زرقاء تركب حصانًا بنيًا بالقرب من الماء,train
109202756_b97fcdc62c.jpg,امرأة تركب الخيل بالقرب من بحيرة متجمدة في فصل الشتاء,train
109202801_c6381eef15.jpg,اثنين من الخيول تسحب عربة عبر الثلج,train
109202801_c6381eef15.jpg,اثنين من الخيول يسحبان امرأة في عربة,train
109202801_c6381eef15.jpg,خيلان يسحبان زلاجة,train
109260216_85b0be5378.jpg,شخص يتسلق صخرة باستخدام حبل,train
109260216_85b0be5378.jpg,شخص يتسلق جبلًا طويلًا مستويًا بينما يمسك بحبل أمان,train
109260216_85b0be5378.jpg,شخص يصعد صخرة بينما يمسك بحبل أبيض,train
109260218_fca831f933.jpg,يقف الناس داخل قبة صخرية,train
109260218_fca831f933.jpg,ثلاثة أشخاص يجلسون في كهف,train
109260218_fca831f933.jpg,يتسلق ثلاثة من متسلقي الصخور على الصخور الكبيرة,train
1093716555_801aacef79.jpg,مجموعة من الرحالة تكمن على الأرض الجافة,train
1093716555_801aacef79.jpg,مجموعة من المتنزهين يستريحون على الأرض أمام بعض الجبال,train
1093716555_801aacef79.jpg,يستريح العديد من المتنزهين مع معداتهم أمام الجبل,train
1093737381_b313cd49ff.jpg,امرأة ترتدي ثوبًا أزرق اللون تقف مع صورة طباشيرية لطفلين يلعبان في نهر,train
1093737381_b313cd49ff.jpg,امرأة تقف أمام رسم الطباشير,train
1093737381_b313cd49ff.jpg,امرأة ترتدي فستان أزرق ترسم صورة لصبي وفتاة على الرصيف,train
1094462889_f9966dafa6.jpg,كلب بني يلعب في كومة من الثلج العميقة,train
1094462889_f9966dafa6.jpg,كلب ينظر إلى الكاميرا في الثلج,train
1094462889_f9966dafa6.jpg,كلب يركض عبر الثلج,train
1095476286_87d4f8664e.jpg,صبي يقفز في نافورة,train
1095476286_87d4f8664e.jpg,طفل يلعب في نافورة,train
1095476286_87d4f8664e.jpg,صبي صغير يلعب في الماء,train
1095580424_76f0aa8a3e.jpg,كلب يخرج من نفق,train
1095580424_76f0aa8a3e.jpg,كلب يركض خارجا من نفق,train
1095580424_76f0aa8a3e.jpg,الكلب يركض خارج النفق على مسار عقبة,train
1095590286_c654f7e5a9.jpg,كلب يطارد كلب آخر,train
1095590286_c654f7e5a9.jpg,كلب أصفر وكلب أبيض وأسود يركضون على الأوساخ,train
1095590286_c654f7e5a9.jpg,كلبان يركضان,train
1095980313_3c94799968.jpg,فتاة صغيرة في ملابس السباحة الزرقاء تمشي على طول سياج خشبي بجوار شاطئ رملي,train
1095980313_3c94799968.jpg,تطفو فتاة صغيرة على الشاطئ,train
1095980313_3c94799968.jpg,فتاة صغيرة تمشي على درابزين أمام الشاطئ,train
1096097967_ac305887b4.jpg,كلب أبيض وأسود يشرب الماء,train
1096097967_ac305887b4.jpg,كلب أبيض صغير في الماء,train
1096097967_ac305887b4.jpg,كلب أبيض وأسود يقفز في بركة,train
1096165011_cc5eb16aa6.jpg,صبي يبتسم تحت الماء,train
1096165011_cc5eb16aa6.jpg,صبي صغير يسبح تحت الماء,train
1096165011_cc5eb16aa6.jpg,صبي يسبح تحت الماء في بركة,train
1096395242_fc69f0ae5a.jpg,صبي مع بندقية لعبة,test
1096395242_fc69f0ae5a.jpg,صبي صغير يرتدي سروال برتقالي,test
1096395242_fc69f0ae5a.jpg,طفل صغير يلعب بلعبته الجديدة,test
109671650_f7bbc297fa.jpg,صبي يرتدي الأزرق والأصفر يسير على حافة منحدر,train
109671650_f7bbc297fa.jpg,طفل صغير يقف وحيدا على بعض الصخور,train
109671650_f7bbc297fa.jpg,يقف الطفل بالقرب من حافة الجرف,train
109738763_90541ef30d.jpg,شخص على عربة الثلج في منتصف القفزة,train
109738763_90541ef30d.jpg,عربة الجليد تطير في الهواء,train
109738763_90541ef30d.jpg,رجل في الهواء,train
109738916_236dc456ac.jpg,الناس يركبون على عربات الثلوج,train
109738916_236dc456ac.jpg,ناس بخوذات ونظارات واقية يركبون عربات الثلوج,train
109738916_236dc456ac.jpg,ثلاثة أشخاص واثنين من عربات الثلوج,train
109823394_83fcb735e1.jpg,ثلاثة أشخاص يقودون مركبات رباعية الدفع,train
109823394_83fcb735e1.jpg,ثلاثة أشخاص على مركبة رباعية في الخارج,train
109823394_83fcb735e1.jpg,ثلاثة أشخاص على مركبة رباعية الدفع في حقل,train
109823395_6fb423a90f.jpg,مركبة بأربع دواليب تقفز في حقل فارغ,train
109823395_6fb423a90f.jpg,رجل على مركبة بأربع عجلات يحلق في الهواء,train
109823395_6fb423a90f.jpg,رجل يقفز بمركبة,train
109823397_e35154645f.jpg,رجل يقفز في الهواء أثناء ركوب مركبة,train
109823397_e35154645f.jpg,رجل على مركبة بأربع عجلات,train
109823397_e35154645f.jpg,رجل على أربع عجلات في الهواء,train
1100214449_d10861e633.jpg,صبي في قميص مقلم يقفز أمام نافورة ماء,val
1100214449_d10861e633.jpg,صبي سعيد يقفز أمام نافورة,val
1100214449_d10861e633.jpg,صبي صغير يقفز أمام نافورة,val
1104133405_c04a00707f.jpg,صبي يحمل كرة قدم,train
1104133405_c04a00707f.jpg,صبي يمشي مع كرة القدم بالقرب من السياج,train
1104133405_c04a00707f.jpg,صبي صغير يحمل كرة القدم في حقل,train
1105959054_9c3a738096.jpg,طفل يرسم صورة,train
1105959054_9c3a738096.jpg,فنان يرسم السحب على قماش,train
1105959054_9c3a738096.jpg,فتاة صغيرة ترسم صورة,train
110595925_f3395c8bd6.jpg,يقود راكب الدراجة دراجة على طريق,train
110595925_f3395c8bd6.jpg,رجل على دراجة جبلية يسير الى اعلى التلة,train
110595925_f3395c8bd6.jpg,راكب الدراجة النارية,train
1107246521_d16a476380.jpg,كلب أسود يقفز للقبض على لعبة حبل,test
1107246521_d16a476380.jpg,كلب أسود يركض وراء لعبته الحبلية,test
1107246521_d16a476380.jpg,يلعب كلب أسود كبير في ساحة عشبية,test
1107471216_4336c9b328.jpg,فتاة صغيرة تمسك بكاميرا سينمائية,train
1107471216_4336c9b328.jpg,فتاة صغيرة تبحث عن كاميرا فيديو قديمة الطراز,train
1107471216_4336c9b328.jpg,طفل يحمل سلاح,train
1110208841_5bb6806afe.jpg,كلب أبيض وبني يمسك بالفريسبي في فمه أمام مجموعة من الناس,train
1110208841_5bb6806afe.jpg,يقفز كلب للقبض على الفريسبي,train
1110208841_5bb6806afe.jpg,يلتقط كلب رشيق الفريسبي بينما يراقب حشد من المتفرجين عن كثب,train
1112212364_0c48235fc2.jpg,طفل يرص الصخور على الشاطئ,train
1112212364_0c48235fc2.jpg,صبي صغير يلعب بالحجارة,train
1112212364_0c48235fc2.jpg,طفل يجلس على كومة من الصخور,train
111497985_38e9f88856.jpg,شاب يتسلق تلة صخرية,val
111497985_38e9f88856.jpg,شخص يلبس قميصا مخططا ويمسك بحبل على أحد الجبال,val
111497985_38e9f88856.jpg,شخص في قميص مقلم يتسلق الجبال,val
111537217_082a4ba060.jpg,رجل يتسلق جدار صخري,train
111537217_082a4ba060.jpg,رجل يتسلق جانب الجرف,train
111537217_082a4ba060.jpg,رجل بتسلق الصخور,train
111537222_07e56d5a30.jpg,رجل يصعد جدار صخري,train
111537222_07e56d5a30.jpg,رجل يتسلق صخرة كبيرة,train
111537222_07e56d5a30.jpg,شخص مع خوذة زرقاء وسروال أرجواني يتسلق الصخور,train
1115565519_d976d4b1f1.jpg,طفل يلعب مع نافورة على الشاطئ,train
1115565519_d976d4b1f1.jpg,فتاة تنظر إلى ينبوع يرش الماء,train
1115565519_d976d4b1f1.jpg,تلعب الطفلة مع لعبة في نافورة عامة,train
1115679311_245eff2f4b.jpg,كلب أسود يقفز فوق حائط على الشاطئ,train
1115679311_245eff2f4b.jpg,كلب يركض على الشاطئ,train
1115679311_245eff2f4b.jpg,كلب يقفز فوق جدار صغير على شاطئ بالقرب من الماء,train
111766423_4522d36e56.jpg,عصفور أبيض وأسود يأكل من يد شخص ما,train
111766423_4522d36e56.jpg,طائر أسود وأبيض يقف على يد,train
111766423_4522d36e56.jpg,يتشبث الطائر الصغير بإصبع,train
1117972841_2b9261f95f.jpg,كلب بني يركض في الرمال,train
1117972841_2b9261f95f.jpg,كلب أسمر يلعب في الرمال,train
1117972841_2b9261f95f.jpg,كلب يجري بسرعة في الرمال,train
1118557877_736f339752.jpg,صبي صغير يقف في الأمواج,train
1118557877_736f339752.jpg,صبي صغير يضحك بينما يرش الماء في المحيط,train
1118557877_736f339752.jpg,طفل صغير يرش في الماء,train
1119015538_e8e796281e.jpg,كلب مرعب يركض عبر العشب,test
